region,language,site_name,main_url,news_url,rss_url,sitemap_url,category,priority,notes
Russia & CIS,ru,autonews24.ru,https://autonews24.ru,https://autonews24.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,autonewschannel.ru,https://autonewschannel.ru,https://autonewschannel.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,autoreport.kz,https://autoreport.kz,https://autoreport.kz,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,autoreview.ru,https://autoreview.ru,https://autoreview.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,autostat.ru,https://www.autostat.ru,https://www.autostat.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,en,autoua.net,https://autoua.net,https://autoua.net,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,en,avtospravochnaya.com,https://avtospravochnaya.com,https://avtospravochnaya.com,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,avtovzglyad.ru,https://www.avtovzglyad.ru,https://www.avtovzglyad.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,belta.by,https://www.belta.by,https://www.belta.by,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,cnews.ru,https://cnews.ru,https://cnews.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,en,dvizhok.su,https://www.dvizhok.su,https://www.dvizhok.su,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,ferra.ru,https://www.ferra.ru,https://www.ferra.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,focus.ua,https://focus.ua,https://focus.ua,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,forbes.kz,https://forbes.kz,https://forbes.kz,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,gazeta.ru,https://www.gazeta.ru,https://www.gazeta.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,en,habr.com,https://habr.com,https://habr.com,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,hi-tech.mail.ru,https://hi-tech.mail.ru,https://hi-tech.mail.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,inbusiness.kz,https://inbusiness.kz,https://inbusiness.kz,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,interfax.ru,https://www.interfax.ru,https://www.interfax.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,en,ixbt.com,https://www.ixbt.com,https://www.ixbt.com,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,kolesa.kz,https://kolesa.kz,https://kolesa.kz,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,kommersant.ru,https://www.kommersant.ru,https://www.kommersant.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,en,korrespondent.net,https://korrespondent.net,https://korrespondent.net,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,kursor.kz,https://kursor.kz,https://kursor.kz,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,lenta.ru,https://lenta.ru,https://lenta.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,mmr.net.ua,https://mmr.net.ua,https://mmr.net.ua,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,myfin.by,https://myfin.by,https://myfin.by,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,newtimes.kz,https://newtimes.kz,https://newtimes.kz,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,overclockers.ru,https://overclockers.ru,https://overclockers.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,popmech.ru,https://www.popmech.ru,https://www.popmech.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,quto.ru,https://quto.ru,https://quto.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,rbc.ru,https://www.rbc.ru,https://www.rbc.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,rbc.ua,https://www.rbc.ua,https://www.rbc.ua,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,rg.ru,https://rg.ru,https://rg.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,ru.24tv.ua,https://ru.24tv.ua,https://ru.24tv.ua,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,rus.baq.kz,https://rus.baq.kz,https://rus.baq.kz,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,sb.by,https://www.sb.by,https://www.sb.by,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,sputnik.by,https://sputnik.by,https://sputnik.by,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,tass.ru,https://tass.ru,https://tass.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,tengrinews.kz,https://tengrinews.kz,https://tengrinews.kz,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,tjournal.ru,https://tjournal.ru,https://tjournal.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,vc.ru,https://vc.ru,https://vc.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,vedomosti.ru,https://www.vedomosti.ru,https://www.vedomosti.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,wroom.ru,https://wroom.ru,https://wroom.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
Russia & CIS,ru,zr.ru,https://www.zr.ru,https://www.zr.ru,,,АвтоСМИ,2,from PREVIEW (Русскоязычные)
USA/Canada,en,autobild.com,https://www.autobild.com,https://www.autobild.com,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,autofutures.tv,https://www.autofutures.tv,https://www.autofutures.tv,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,automotiveworld.com,https://www.automotiveworld.com,https://www.automotiveworld.com,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,autonews.com,https://www.autonews.com,https://www.autonews.com,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,autosuisse.ch,https://www.autosuisse.ch,https://www.autosuisse.ch,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,autotimesindia.com,https://www.autotimesindia.com,https://www.autotimesindia.com,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,autotrader.ca,https://www.autotrader.ca/news,https://www.autotrader.ca/news,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,autoweek.com,https://www.autoweek.com,https://www.autoweek.com,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,nl,autoweek.nl,https://www.autoweek.nl,https://www.autoweek.nl,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,bloomberg.com,https://www.bloomberg.com/automotive,https://www.bloomberg.com/automotive,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,cnbc.com,https://www.cnbc.com/automotive,https://www.cnbc.com/automotive,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,cnet.com,https://www.cnet.com/roadshow,https://www.cnet.com/roadshow,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,edition.cnn.com,https://edition.cnn.com/business/autos,https://edition.cnn.com/business/autos,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,fleeteurope.com,https://www.fleeteurope.com,https://www.fleeteurope.com,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,ft.com,https://www.ft.com/stream/sectionsId/Q0ItQVVUT1M=,https://www.ft.com/stream/sectionsId/Q0ItQVVUT1M=,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,hotcars.com,https://www.hotcars.com,https://www.hotcars.com,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,jalopnik.com,https://jalopnik.com,https://jalopnik.com,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,motorbiscuit.com,https://www.motorbiscuit.com,https://www.motorbiscuit.com,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,motorillustrated.com,https://motorillustrated.com,https://motorillustrated.com,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,pistonheads.com,https://www.pistonheads.com,https://www.pistonheads.com,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,roadandtrack.com,https://www.roadandtrack.com,https://www.roadandtrack.com,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,sae.org,https://www.sae.org/news,https://www.sae.org/news,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,techcrunch.com,https://techcrunch.com/tag/automotive,https://techcrunch.com/tag/automotive,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,thedrive.com,https://www.thedrive.com,https://www.thedrive.com,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,theglobeandmail.com,https://www.theglobeandmail.com/drive,https://www.theglobeandmail.com/drive,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,thetorquereport.com,https://www.thetorquereport.com,https://www.thetorquereport.com,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,topspeed.com,https://www.topspeed.com,https://www.topspeed.com,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
USA/Canada,en,wardsauto.com,https://wardsauto.com,https://wardsauto.com,,,АвтоСМИ,2,from PREVIEW (Англоязычные)
